Date,Open,High,Low,Close,Adj Close,Volume
2019-03-12,1.530000,1.560000,1.430000,1.440000,1.440000,215300
2019-03-13,1.410000,1.540000,1.410000,1.540000,1.540000,219800
2019-03-14,1.640000,1.950000,1.370000,1.910000,1.910000,1496200
2019-03-15,1.890000,1.890000,1.600000,1.800000,1.800000,748200
2019-03-18,1.840000,1.840000,1.750000,1.800000,1.800000,169700
2019-03-19,1.810000,1.870000,1.770000,1.800000,1.800000,90700
2019-03-20,1.800000,1.800000,1.710000,1.740000,1.740000,113200
2019-03-21,1.730000,1.820000,1.690000,1.720000,1.720000,266600
2019-03-22,1.700000,1.800000,1.700000,1.760000,1.760000,282900
2019-03-25,1.760000,1.780000,1.670000,1.700000,1.700000,144200
2019-03-26,1.750000,1.880000,1.730000,1.870000,1.870000,405400
2019-03-27,1.900000,1.930000,1.850000,1.880000,1.880000,407800
2019-03-28,1.920000,1.930000,1.850000,1.880000,1.880000,132500
2019-03-29,1.890000,1.920000,1.850000,1.880000,1.880000,290000
2019-04-01,1.890000,1.890000,1.840000,1.870000,1.870000,69500
2019-04-02,1.860000,1.860000,1.750000,1.770000,1.770000,161900
2019-04-03,1.770000,1.830000,1.770000,1.820000,1.820000,142000
2019-04-04,1.820000,1.820000,1.750000,1.800000,1.800000,67600
2019-04-05,1.800000,1.870000,1.800000,1.810000,1.810000,120000
2019-04-08,1.790000,1.860000,1.780000,1.800000,1.800000,150100
2019-04-09,1.800000,1.810000,1.720000,1.740000,1.740000,127200
2019-04-10,1.740000,1.770000,1.720000,1.750000,1.750000,66200
2019-04-11,1.760000,1.780000,1.700000,1.750000,1.750000,29700
2019-04-12,1.750000,1.750000,1.700000,1.720000,1.720000,57700
2019-04-15,1.700000,1.740000,1.610000,1.660000,1.660000,207100
2019-04-16,1.650000,1.660000,1.610000,1.630000,1.630000,81000
2019-04-17,1.630000,1.660000,1.550000,1.560000,1.560000,116100
2019-04-18,1.550000,1.580000,1.480000,1.570000,1.570000,132500
2019-04-22,1.560000,1.570000,1.490000,1.510000,1.510000,105800
2019-04-23,1.520000,1.580000,1.520000,1.570000,1.570000,64400
2019-04-24,1.570000,1.580000,1.530000,1.550000,1.550000,38900
2019-04-25,1.550000,1.580000,1.530000,1.550000,1.550000,46100
2019-04-26,1.550000,1.630000,1.530000,1.620000,1.620000,79000
2019-04-29,1.610000,1.720000,1.570000,1.670000,1.670000,170300
2019-04-30,1.670000,1.680000,1.610000,1.660000,1.660000,33200
2019-05-01,1.650000,1.670000,1.610000,1.650000,1.650000,40300
2019-05-02,1.650000,1.670000,1.620000,1.650000,1.650000,42100
2019-05-03,1.630000,1.750000,1.610000,1.710000,1.710000,99300
2019-05-06,1.670000,1.780000,1.630000,1.710000,1.710000,106600
2019-05-07,1.670000,1.730000,1.640000,1.700000,1.700000,64700
2019-05-08,1.610000,1.640000,1.500000,1.500000,1.500000,320400
2019-05-09,1.450000,1.520000,1.450000,1.470000,1.470000,121200
2019-05-10,1.470000,1.520000,1.420000,1.470000,1.470000,120500
2019-05-13,1.420000,1.470000,1.400000,1.440000,1.440000,53500
2019-05-14,1.440000,1.450000,1.400000,1.430000,1.430000,68900
2019-05-15,1.420000,1.510000,1.410000,1.450000,1.450000,109500
2019-05-16,1.460000,1.530000,1.450000,1.480000,1.480000,27700
2019-05-17,1.450000,1.490000,1.440000,1.470000,1.470000,37500
2019-05-20,1.450000,1.480000,1.440000,1.470000,1.470000,26900
2019-05-21,1.470000,1.490000,1.410000,1.460000,1.460000,47000
2019-05-22,1.460000,1.490000,1.460000,1.480000,1.480000,30200
2019-05-23,1.470000,1.480000,1.410000,1.460000,1.460000,38300
2019-05-24,1.460000,1.480000,1.400000,1.430000,1.430000,73900
2019-05-28,1.450000,1.490000,1.420000,1.460000,1.460000,56300
2019-05-29,1.450000,1.540000,1.400000,1.520000,1.520000,204100
2019-05-30,1.520000,1.570000,1.470000,1.540000,1.540000,193100
2019-05-31,1.520000,1.680000,1.500000,1.650000,1.650000,154500
2019-06-03,1.650000,1.670000,1.550000,1.640000,1.640000,97200
2019-06-04,1.660000,1.670000,1.550000,1.580000,1.580000,101700
2019-06-05,1.600000,1.650000,1.570000,1.590000,1.590000,26400
2019-06-06,1.610000,1.670000,1.560000,1.590000,1.590000,130000
2019-06-07,1.610000,1.630000,1.500000,1.570000,1.570000,101800
2019-06-10,1.580000,1.620000,1.580000,1.610000,1.610000,47600
2019-06-11,1.610000,1.610000,1.530000,1.600000,1.600000,28600
2019-06-12,1.570000,1.600000,1.550000,1.600000,1.600000,52200
2019-06-13,1.590000,1.620000,1.550000,1.600000,1.600000,90400
2019-06-14,1.590000,1.610000,1.540000,1.600000,1.600000,46600
2019-06-17,1.580000,1.630000,1.560000,1.600000,1.600000,31100
2019-06-18,1.550000,1.620000,1.500000,1.590000,1.590000,141700
2019-06-19,1.620000,1.620000,1.570000,1.580000,1.580000,28000
2019-06-20,1.570000,1.620000,1.510000,1.590000,1.590000,49900
2019-06-21,1.560000,1.620000,1.550000,1.600000,1.600000,92300
2019-06-24,1.600000,1.620000,1.560000,1.620000,1.620000,189500
2019-06-25,1.610000,1.740000,1.590000,1.690000,1.690000,196600
2019-06-26,1.680000,1.710000,1.610000,1.680000,1.680000,64700
2019-06-27,1.740000,1.750000,1.690000,1.740000,1.740000,128200
2019-06-28,1.780000,1.800000,1.670000,1.800000,1.800000,251500
2019-07-01,1.770000,1.800000,1.750000,1.750000,1.750000,95300
2019-07-02,1.760000,1.800000,1.740000,1.750000,1.750000,72300
2019-07-03,1.740000,1.760000,1.660000,1.680000,1.680000,72300
2019-07-05,1.670000,1.730000,1.650000,1.730000,1.730000,33400
2019-07-08,1.750000,1.750000,1.670000,1.720000,1.720000,32200
2019-07-09,1.710000,1.740000,1.650000,1.660000,1.660000,54600
2019-07-10,1.650000,1.750000,1.650000,1.690000,1.690000,30500
2019-07-11,1.680000,1.700000,1.660000,1.700000,1.700000,20400
2019-07-12,1.680000,1.690000,1.650000,1.650000,1.650000,42500
2019-07-15,1.660000,1.690000,1.610000,1.690000,1.690000,35500
2019-07-16,1.640000,1.670000,1.640000,1.650000,1.650000,31000
2019-07-17,1.650000,1.670000,1.620000,1.630000,1.630000,39600
2019-07-18,1.640000,1.700000,1.610000,1.650000,1.650000,39300
2019-07-19,1.640000,1.680000,1.610000,1.610000,1.610000,21700
2019-07-22,1.620000,1.670000,1.610000,1.670000,1.670000,29600
2019-07-23,1.650000,1.680000,1.540000,1.570000,1.570000,113700
2019-07-24,1.610000,1.640000,1.550000,1.630000,1.630000,44900
2019-07-25,1.550000,1.650000,1.540000,1.620000,1.620000,30600
2019-07-26,1.610000,1.630000,1.560000,1.590000,1.590000,27800
2019-07-29,1.610000,1.640000,1.590000,1.590000,1.590000,37800
2019-07-30,1.560000,1.620000,1.540000,1.570000,1.570000,44600
2019-07-31,1.590000,1.590000,1.460000,1.470000,1.470000,133200
2019-08-01,1.500000,1.550000,1.380000,1.400000,1.400000,137800
2019-08-02,1.400000,1.400000,1.310000,1.320000,1.320000,156300
2019-08-05,1.310000,1.310000,1.250000,1.270000,1.270000,85700
2019-08-06,1.290000,1.380000,1.270000,1.360000,1.360000,81800
2019-08-07,1.340000,1.400000,1.330000,1.370000,1.370000,54100
2019-08-08,1.400000,1.460000,1.360000,1.380000,1.380000,80100
2019-08-09,1.370000,1.430000,1.330000,1.360000,1.360000,36800
2019-08-12,1.350000,1.400000,1.330000,1.360000,1.360000,30000
2019-08-13,1.330000,1.370000,1.300000,1.330000,1.330000,48800
2019-08-14,1.310000,1.390000,1.290000,1.320000,1.320000,37900
2019-08-15,1.310000,1.310000,1.200000,1.200000,1.200000,188100
2019-08-16,1.200000,1.290000,1.200000,1.220000,1.220000,44400
2019-08-19,1.220000,1.260000,1.140000,1.240000,1.240000,204300
2019-08-20,1.240000,1.240000,1.180000,1.190000,1.190000,75600
2019-08-21,1.200000,1.210000,1.120000,1.140000,1.140000,153600
2019-08-22,1.150000,1.200000,1.120000,1.170000,1.170000,124800
2019-08-23,1.180000,1.200000,1.130000,1.160000,1.160000,71200
2019-08-26,1.160000,1.160000,1.100000,1.140000,1.140000,98300
2019-08-27,1.150000,1.150000,1.100000,1.130000,1.130000,72000
2019-08-28,1.120000,1.150000,1.100000,1.140000,1.140000,55600
2019-08-29,1.140000,1.180000,1.110000,1.140000,1.140000,60200
2019-08-30,1.140000,1.180000,1.120000,1.180000,1.180000,34300
2019-09-03,1.150000,1.190000,1.150000,1.170000,1.170000,37700
2019-09-04,1.180000,1.240000,1.170000,1.210000,1.210000,108200
2019-09-05,1.220000,1.240000,1.150000,1.200000,1.200000,75700
2019-09-06,1.180000,1.200000,1.150000,1.150000,1.150000,122000
2019-09-09,1.160000,1.210000,1.160000,1.170000,1.170000,86200
2019-09-10,1.170000,1.200000,1.170000,1.190000,1.190000,67400
2019-09-11,1.210000,1.250000,1.210000,1.240000,1.240000,74900
2019-09-12,1.240000,1.250000,1.210000,1.230000,1.230000,54500
2019-09-13,1.240000,1.240000,1.190000,1.220000,1.220000,47900
2019-09-16,1.220000,1.240000,1.200000,1.220000,1.220000,49000
2019-09-17,1.220000,1.250000,1.200000,1.200000,1.200000,60200
2019-09-18,1.210000,1.220000,1.160000,1.170000,1.170000,58300
2019-09-19,1.170000,1.200000,1.160000,1.160000,1.160000,63700
2019-09-20,1.160000,1.200000,1.160000,1.190000,1.190000,47800
2019-09-23,1.190000,1.200000,1.150000,1.150000,1.150000,25100
2019-09-24,1.160000,1.170000,1.140000,1.140000,1.140000,42000
2019-09-25,1.140000,1.170000,1.140000,1.140000,1.140000,31100
2019-09-26,1.150000,1.160000,1.140000,1.150000,1.150000,24300
2019-09-27,1.140000,1.160000,1.100000,1.100000,1.100000,58600
2019-09-30,1.110000,1.110000,1.020000,1.030000,1.030000,166000
2019-10-01,1.030000,1.040000,1.000000,1.010000,1.010000,115700
2019-10-02,1.000000,1.070000,0.960000,1.000000,1.000000,185300
2019-10-03,1.000000,1.050000,1.000000,1.040000,1.040000,33300
2019-10-04,1.040000,1.100000,1.040000,1.070000,1.070000,35200
2019-10-07,1.070000,1.170000,1.070000,1.110000,1.110000,80300
2019-10-08,1.100000,1.130000,1.080000,1.120000,1.120000,43000
2019-10-09,1.120000,1.120000,1.070000,1.090000,1.090000,26900
2019-10-10,1.080000,1.100000,1.060000,1.090000,1.090000,21600
2019-10-11,1.100000,1.100000,1.050000,1.050000,1.050000,72100
2019-10-14,1.050000,1.090000,1.010000,1.020000,1.020000,28000
2019-10-15,1.030000,1.200000,1.010000,1.160000,1.160000,1419500
2019-10-16,1.170000,1.220000,1.140000,1.140000,1.140000,302100
2019-10-17,1.140000,1.190000,1.140000,1.150000,1.150000,108200
2019-10-18,1.180000,1.180000,1.110000,1.160000,1.160000,343200
2019-10-21,1.160000,1.180000,1.120000,1.130000,1.130000,45400
2019-10-22,1.140000,1.150000,1.100000,1.110000,1.110000,24600
2019-10-23,1.100000,1.140000,1.080000,1.100000,1.100000,21400
2019-10-24,1.080000,1.120000,1.070000,1.070000,1.070000,26000
2019-10-25,1.070000,1.080000,1.050000,1.080000,1.080000,79700
2019-10-28,1.080000,1.110000,1.060000,1.080000,1.080000,48200
2019-10-29,1.080000,1.140000,1.040000,1.060000,1.060000,94600
2019-10-30,1.040000,1.090000,1.020000,1.020000,1.020000,123900
2019-10-31,1.030000,1.040000,1.010000,1.040000,1.040000,96400
2019-11-01,1.070000,1.090000,1.020000,1.060000,1.060000,108400
2019-11-04,1.060000,1.090000,1.060000,1.080000,1.080000,57300
2019-11-05,1.050000,1.100000,1.050000,1.080000,1.080000,67600
2019-11-06,1.090000,1.100000,1.050000,1.060000,1.060000,52500
2019-11-07,1.040000,1.080000,0.820000,0.880000,0.880000,437000
2019-11-08,0.950000,1.010000,0.930000,0.990000,0.990000,159400
2019-11-11,0.980000,1.000000,0.880000,0.930000,0.930000,340600
2019-11-12,0.940000,0.960000,0.900000,0.910000,0.910000,190500
2019-11-13,0.910000,0.960000,0.900000,0.950000,0.950000,85600
2019-11-14,0.920000,0.990000,0.910000,0.980000,0.980000,122700
2019-11-15,0.980000,0.980000,0.910000,0.980000,0.980000,67400
2019-11-18,0.950000,1.020000,0.940000,0.990000,0.990000,121500
2019-11-19,1.020000,1.100000,1.020000,1.060000,1.060000,187800
2019-11-20,1.070000,1.200000,1.070000,1.130000,1.130000,294700
2019-11-21,1.160000,1.160000,1.070000,1.130000,1.130000,109900
2019-11-22,1.150000,1.190000,1.140000,1.170000,1.170000,148200
2019-11-25,1.160000,1.230000,1.150000,1.160000,1.160000,137800
2019-11-26,1.170000,1.220000,1.170000,1.200000,1.200000,145800
2019-11-27,1.220000,1.250000,1.190000,1.220000,1.220000,49900
2019-11-29,1.220000,1.300000,1.210000,1.270000,1.270000,57500
2019-12-02,1.300000,1.300000,1.230000,1.290000,1.290000,74100
2019-12-03,1.300000,1.300000,1.200000,1.240000,1.240000,95900
2019-12-04,1.270000,1.300000,1.220000,1.270000,1.270000,78500
2019-12-05,1.280000,1.310000,1.250000,1.250000,1.250000,53300
2019-12-06,1.250000,1.290000,1.240000,1.240000,1.240000,49100
2019-12-09,1.250000,1.270000,1.230000,1.260000,1.260000,37300
2019-12-10,1.260000,1.270000,1.200000,1.200000,1.200000,55600
2019-12-11,1.210000,1.250000,1.170000,1.180000,1.180000,45600
2019-12-12,1.170000,1.200000,1.150000,1.160000,1.160000,81600
2019-12-13,1.160000,1.190000,1.120000,1.150000,1.150000,73200
2019-12-16,1.170000,1.190000,1.130000,1.150000,1.150000,76500
2019-12-17,1.150000,1.150000,1.100000,1.150000,1.150000,23400
2019-12-18,1.150000,1.150000,1.090000,1.110000,1.110000,60600
2019-12-19,1.100000,1.130000,1.060000,1.130000,1.130000,48300
2019-12-20,1.130000,1.130000,1.090000,1.110000,1.110000,25000
2019-12-23,1.090000,1.110000,1.050000,1.080000,1.080000,93100
2019-12-24,1.060000,1.100000,1.020000,1.080000,1.080000,59000
2019-12-26,1.050000,1.100000,1.050000,1.070000,1.070000,55000
2019-12-27,1.050000,1.070000,1.000000,1.020000,1.020000,223600
2019-12-30,1.000000,1.060000,0.950000,0.980000,0.980000,295700
2019-12-31,0.970000,1.000000,0.950000,0.960000,0.960000,272500
